brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
Kate Somerville,#NAME?,Eye Moisturizer,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating",,,,,,,,
Amika,The Chameleon 5 Barrel Interchangeable Curling Kit,Tool,,,,,,,,,
Niche Beauty Lab,Theramid Happy Filler Anti-Wrinkle & Hydrating HA Treatment,Serum,"Redness Reducing,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
JLo Beauty,That J.Lo Glow In a Multitasking Serum,Serum,"Hydrating,Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Eczema",,,,,,,,
RoC,Multi Correxion Even Tone + Lift Night Cream,Night Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
Eva Naturals,Retinol Serum,Serum,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Dots for Spots,Dots for Spots,Facial Treatment,,,,,,,,,
RoC,Retinol Correxion Line Smoothing Daily Serum,Serum,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Boozyshop,Ultimate Pro 22 pc Master Full Set,Makeup Applicator,,,,,,,,,
Catrice,Liquid Camouflage High Coverage Concealer,Face Makeup,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
One-Day's You,COLLAGEN 30 DAYS MASK,Sheet Mask,"Good For Oily Skin,Redness Reducing,Anti-Aging,Acne Fighting,Brightening",,,,,,,,
Three Ships Beauty,Hydrate 49% Almond Oil Serum,Serum,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Essence,Disney Princess Jasmine False Lashes 02 Courage,False Eyelash,,,,,,,,,
Aveda,botanical kinetics™ Pore Refiner Serum,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Catrice,Advent Beauty Mini Powder Highlighter - Shade Pink Crystal Glow,Cheek Makeup,,,,,,,,,
Indeed Labs,Squalane Facial Oil,Oil,,,,,,,,,
Clarins,Double Serum Complete Age Control Concentrate,Serum,"Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating",,,,,,,,
Smashbox,The Original Photo Finish Smooth & Blur Oil-Free Primer,Face Makeup,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Naturium,Beauty Bag,Tool,,,,,,,,,
Amika,Pink Signature Print Shower Cap,Tool,,,,,,,,,
SLMD,Comedone Extractor,Tool,,,,,,,,,
Lakme,9 to 5 Vitamin C+ Serum,Serum,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating",,,,,,,,
Kosas,Tinted Face Oil Foundation,Face Makeup,"Hydrating,Anti-Aging,Scar Healing,Brightening,Irritating,Eczema",,,,,,,,
Round Lab,Mugwort Calming Cream,General Moisturizer,"Redness Reducing,Reduces Irritation,Brightening,Eczema",,,,,,,,
Nacomi,Glycolic Acid 10% Serum,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Wildling,Empress Stone,Tool,,,,,,,,,
FaceTheory,Emolliating Olive Squalane O7,Oil,,,,,,,,,
By WishTrend,Quad Active Boosting Essence,Essence,"Reduces Irritation,Reduces Large Pores,Drying,Irritating",,,,,,,,
Olay,Vitamin C + Peptide 24 ,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Murad,Renewing Eye Cream,Eye Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Nacific,Pink AHABHA Serum,Serum,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
Bioten,Skin Moisture Face Cream,General Moisturizer,"Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
PURITO,Inner Green Reusable Cotton Rounds,Tool,,,,,,,,,
Laura Mercier,Hydrating Lip Balm,Lip Moisturizer,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating,Eczema",,,,,,,,
Revolution Beauty,Ceramides Moisture Cream,General Moisturizer,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Pacifica,Clean Shot BHA/AHA 25% Peel Solution,Facial Treatment,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Starface,Party Pack Pimple Patches,Facial Treatment,,,,,,,,,
M.S Skincare,Amla | Booster Oil,Oil,,,,,,,,,
Bellflower,Retinol 0.3% Serum,Serum,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating",,,,,,,,
"Dear, Klairs",Fundamental Water Gel Cream,General Moisturizer,"Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Victoria Beauty,Age Pro Glow Vitamin C Eye Serum,Eye Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating",,,,,,,,
L'Oreal,Youth Code Dark Spot Corrector Serum,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Acne Fighting,Brightening,May Worsen Oily Skin",,,,,,,,
Wilma Schumann,Oil-Free Nourishing Serum,Serum,Reduces Irritation,,,,,,,,
The Ordinary,Borage Oil,Oil,Reduces Irritation,,,,,,,,
La Roche-Posay,Effaclar H Moisturizer,Day Moisturizer,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
EcoTools,2-in-1 EcoPouf Bath Brush,Tool,,,,,,,,,
SHEGLAM,Color Bloom Liquid Blush # Risky Business,Cheek Makeup,,,,,,,,,
Mixsoon,Panax Ginseng Root Essence,Essence,,,,,,,,,
Eco Your Skin,Facial Pilates Mask,Wet Mask,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening",,,,,,,,
COSRX,Pink Pore Clarifying Charcoal Mask,Wet Mask,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Beauty Glam,Clear Skin Serum,Serum,"Good For Oily Skin,Reduces Irritation,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Fable & Mane,Scalp Massager Comb,Tool,,,,,,,,,
Saie,Glowy Super Skin Weightless Hydrobounce™ Serum Foundation - 1 ,Face Makeup,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Macrene Actives,High Performance Face Cream,General Moisturizer,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Brightening,May Worsen Oily Skin,Rosacea",,,,,,,,
Dermalogica,Stress Positive Eye Lift Mask,Eye Mask,"Hydrating,Good For Oily Skin,Redness Reducing,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Irritating",,,,,,,,
Round Lab,1025 Dokdo Cleansing Milk,Face Cleanser,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
M.S Skincare,Ritual | Ayurvedic Clay Mask,Wet Mask,,,,,,,,,
Kate Somerville,D-Scar™ Scar Diminishing Serum,Serum,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
LightStim,ProPanel,Tool,,,,,,,,,
Luna Daily,The Everywhere pH Balanced Wash - With Prebiotics + Vitamins C & E,Bath & Body,"Hydrating,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Oui the People,The Single - Matte Black Sensitive Skin Razor,Tool,,,,,,,,,
Biodermal,Sensitive Balance Micellar Face Gel ,Makeup Remover,Reduces Irritation,,,,,,,,
Yes To,Cucumbers Depuffing Under Eye Masks,Eye Mask,Reduces Irritation,,,,,,,,
Aromatica,Soothing Aloe Vera Gel,General Moisturizer,,,,,,,,,
Revolution Beauty,Ceramides Moisture Lotion,General Moisturizer,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Revision Skincare,Brightening Facial Wash,Face Cleanser,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Bliss,Renew & Smooth Night Serum,Serum,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea",,,,,,,,
EcoTools,Full Loose & Pressed Powder Makeup Brush,Makeup Applicator,,,,,,,,,
Skintimate,Bloom Razor,Tool,,,,,,,,,
DAMDAM,Silk Rice Makeup-Removing Cleansing Oil,Makeup Remover,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
heimish,Mist Serum Bulgarian Rose Water,Serum,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening",,,,,,,,
KORRES,Olympus Tea Deep Detox Cleansing Cloths,Face Cleanser,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
EcoTools,Luxe Flawless Foundation Makeup Brush,Makeup Applicator,,,,,,,,,
Cos De BAHA,Peptide Serum with Matrixyl 3000 Argireline,Serum,,,,,,,,,
Noble Formula,Noble Formula 2% Pyrithione Zinc (ZnP) Argan Oil Bar Soap,Makeup Remover,,,,,,,,,
Kosas,Revealer Skin-Improving Foundation in Very Light Neutral 100,Face Makeup,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening,Eczema",,,,,,,,
Il Makiage,Multi Shader Eyeshadow Brush #180,Makeup Applicator,,,,,,,,,
QV,Face Nurturing Night Cream,Night Moisturizer,"Good For Oily Skin,Redness Reducing,Anti-Aging,Scar Healing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Saie,The Fluffy Setting Powder Brush,Makeup Applicator,,,,,,,,,
Dermanat,Bio-Retinol Serum,Serum,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating",,,,,,,,
Skin Deva,Coenzyme Q10 + Matrixyl 3000 + Hyaluronic Acid Serum,Serum,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Saie,The Big Buffing Bronzer Brush,Makeup Applicator,,,,,,,,,
Bring Green,Carrot Vita Eye Cream & Face,Eye Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Flamingo,5-Blade Razors for Women - Rose,Tool,,,,,,,,,
Versed,Instant Gratification Dermaplaning Tool,Tool,,,,,,,,,
Revolution Beauty,Encapsulated Resveratrol Serum,Serum,Brightening,,,,,,,,
TONYMOLY,2x Vitamin C Toning Ampoule,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Acne Fighting,Brightening",,,,,,,,
Haus Labs By Lady Gaga,Power Sculpt Velvet Bronzer,Face Makeup,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
Coco & Eve,Back Tan Applicator,Tool,,,,,,,,,
Soosul Skin,Revitalizing Eye Cream,Eye Moisturizer,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Necessaire,The Conditioner,Conditioner,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Revolution Beauty,White Jade Gua Sha,Tool,,,,,,,,,
uluka,020 Amino Acid Gentle Cleanser,Face Cleanser,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Perl Cosmetics,Illuminating Mask Oil,Oil,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Paula's Choice,Skin Revealing Body Lotion 10% AHA,Bath & Body,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea",,,,,,,,
Coco & Eve, Deluxe Vegan Kabuki Brush,Tool,,,,,,,,,
EcoTools,Exfoliating & Smoothing Dry Body Brush,Tool,,,,,,,,,
GOSH,BB Skin Perfecting Kit - 01 Light,Face Makeup,,,,,,,,,
The Purest Solutions,Hydration Booster Daily Moisturizing Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Anti-Aging,Acne Fighting,Brightening,Drying,Acne Trigger",,,,,,,,
D'Alba,White Truffle Double Layer Revitalizing Serum,Serum,"Hydrating,Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Cos De BAHA,CH Centella Hyaluronic Acid Serum,Serum,Redness Reducing,,,,,,,,
Skincyclopedia,3% Polyglutamic Acid Face Serum,Serum,,,,,,,,,
Geek & Gorgeous,aPad,Serum,"Reduces Large Pores,Drying,Irritating",,,,,,,,
LightStim,LightStim for Wrinkles,Tool,,,,,,,,,
NAELI," Apple Stem Cell Eye Cream - Dark Circles, Puffiness & Wrinkle Corrector",Eye Moisturizer,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Acne Trigger",,,,,,,,
The Face Shop,Dr. Belmeur Cica Recovery Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
BCL,Saborino Morning Mask Botanical Citrus Leaf ,Sheet Mask,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating,Rosacea",,,,,,,,
The Body Shop,Vitamin E Moisture Cream,General Moisturizer,"Hydrating,Reduces Irritation,Brightening,Eczema",,,,,,,,
Minetan,Original 1 Hour Express Black Tanning Lotion,Bath & Body,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Differin,Daily Oil-Free Hydrating Cleanser,Face Cleanser,"Good For Oily Skin,Redness Reducing,Reduces Large Pores,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
Makeup Artist's Choice,Azelaic Salicylic Gel W/licorice Root Extract,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Large Pores,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Anua,Heartleaf Silky Moisture Sun Cream SPF 50+ PA++++,Sunscreen,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
"Love, Jude",Cat Pouch Lifting Essence Black Sheet Mask,Sheet Mask,"Hydrating,Redness Reducing,Reduces Irritation,Anti-Aging,Rosacea",,,,,,,,
the klog,Soft Shield Pimple Patch,Facial Treatment,,,,,,,,,
Retin-A (Tretinoin),Retin-A Tretinoin Gel 0.01%,Facial Treatment,"Anti-Aging,Brightening,Irritating",,,,,,,,
Wildling,Aura Stone,Tool,,,,,,,,,
Soroci,Morning Drizzle Calming Cream,General Moisturizer,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Olival,Vitamin Cream C+,General Moisturizer,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Dr. Brandt Skincare,Do Not Age with Dr. Brandt Triple Peptide Eye Cream,Eye Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Celluma,Celluma PRO,Tool,,,,,,,,,
NYX Cosmetics,Complete Control Blending Sponge,Makeup Applicator,,,,,,,,,
bareMinerals,Skinlongevity Long Life Herb Serum,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
The Potions,Cica Complex Cream Mixer,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
Truly,Life Shaver Starter Razor,Tool,,,,,,,,,
EcoTools,Exfoliating Bamboo Bristle Bath Brush,Tool,,,,,,,,,
Mixsoon,Lotus Flower Essence,Essence,,,,,,,,,
Skintimate,Spark Razor,Tool,,,,,,,,,
Alpha-H,Liquid Gold with 5% Glycolic Acid,Exfoliator,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
SLMD,Salicylic Acid Body Spray ,Bath & Body,"Good For Oily Skin,Reduces Irritation,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Victoria Beckham Beauty,VB x Augustinus Bader Cell Rejuvenating Power Serum,Serum,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Irritating,Eczema",,,,,,,,
The Creme Shop,X Hello Kitty Brightening & Tightening Vitamin E Face Serum,Serum,"Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Eczema",,,,,,,,
Victoria Beauty,Snail Extract Intensive Anti-Aging Serum,Serum,"Redness Reducing,Reduces Irritation",,,,,,,,
Skin Treat,Purifying Bakuchiol Overnight Face Mask,Overnight Mask,"Hydrating,Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
NYX Cosmetics,The Brow Glue Instant Brow Styler - Taupe,Eye Makeup,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Morphe,X Ariel Signature Look 12-Piece Face & Eye Brush Set,Makeup Applicator,,,,,,,,,
Sigma,Renew Lip Oil - Tint,Lip Makeup,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Fraîcheur Paris,Original Ice Globes - Blue,Tool,,,,,,,,,
Rare Beauty,Always an Optimist Powder Brush,Makeup Applicator,,,,,,,,,
Good Light,Luna Pimple Patches,Facial Treatment,,,,,,,,,
Keep It Anchored,Hair Anchoring Essence For Men,Essence,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening",,,,,,,,
Beautydrugs,Strobbling - Strobing Cream,Face Makeup,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Scar Healing,Acne Fighting,Brightening,May Worsen Oily Skin",,,,,,,,
Biodermal,Ultra Light Sun Fluid ,Sunscreen,"Brightening,Rosacea,Eczema",,,,,,,,
Sacheu Beauty,Stainless Steel Facial Roller,Tool,,,,,,,,,
MIAMO,AHA/BHA Purifying Cleanser,Face Cleanser,"Good For Oily Skin,Redness Reducing,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
G9 Skin,White In Milk Toner,Toner,"Hydrating,Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
BCL,Saborino Moisture Soft Rice Face Mask ,Sheet Mask,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating",,,,,,,,
Solimo,Morning Fresh Facial Cleanser,Face Cleanser,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Sacheu Beauty,Stainless Steel Facial Gua Shua,Tool,,,,,,,,,
NYX Cosmetics,Bare With Me Tinted Skin Veil Lightweight BB Cream #Vanille Nude,Face Makeup,Brightening,,,,,,,,
Replenix,Tinted Oil-Free Face Sunscreen SPF 50+,Sunscreen,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Anti-Aging,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Kose Cosmeport,Softymo Deep Cleansing Oil,Makeup Remover,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Irritating",,,,,,,,
NYX Cosmetics,Can't Stop Won't Stop Contour Concealer - Neutral Tan,Face Makeup,"Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
First Aid Beauty,Ultra Repair Face Moisturizer,General Moisturizer,"Hydrating,Redness Reducing,Reduces Large Pores,Anti-Aging,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
Dr. Barbara Sturm,Anti-Pollution Drops,Serum,,,,,,,,,
Provence Beauty,Glow Up Luminescent Facial Serum ,Serum,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Eczema",,,,,,,,
Joik,Sunless Tan Facial Drops,Facial Treatment,,,,,,,,,
Avoskin,Your Skin Bae Ceramide LC S-20 1% + Mugwort + Cica Toner,Toner,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Acne Trigger",,,,,,,,
Milk Makeup,Hydro Grip Primer,Face Makeup,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Curlsmith,Vegan Silk Scarf (Updated Spring 2023 Design),Tool,,,,,,,,,
e.l.f. cosmetics,Nourishing Facial Oil,Oil,"Hydrating,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Exuviance,Performance Peel AP25,Exfoliator,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Typology,9-ingredient Lip Balm,Lip Moisturizer,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
LOOkX, Anti Ageing Sheet Mask,Sheet Mask,"Redness Reducing,Reduces Large Pores,Anti-Aging,Brightening,Drying,Irritating",,,,,,,,
DEWYTREE,Hi Amino All Cleansing Milk,Face Cleanser,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Peter Thomas Roth,Water Drench Hyaluronic Acid Moisturizer,General Moisturizer,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
The Golden Secrets,Gold Pulse Firming Face Wand,Tool,,,,,,,,,
Pacifica,Sea Foam Complete Face Wash,Face Cleanser,"Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
EcoTools,Reusable Ultra Soft Cotton Pads,Tool,,,,,,,,,
It's Skin,Power 10 Formula Q10 Effector,Serum,"Redness Reducing,Anti-Aging,Brightening",,,,,,,,
Good Molecules,Caffeine Energizing Hydrogel Eye Patches,Eye Mask,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Acne Trigger",,,,,,,,
Koh Gen Do,Oriental Plants Moist Cleansing Cream,Face Cleanser,"Hydrating,Redness Reducing,Reduces Irritation,Anti-Aging,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Medik8,Crystal Retinal 10,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Merle Norman,Brilliant-C Cleanser,Face Cleanser,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Keys Soulcare,Energizing Dry Body Brush,Tool,,,,,,,,,
Trader Joe's,Ultra Hydrating Gel Moisturizer,General Moisturizer,"Hydrating,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Principia,2% Alfa-Arbutin 10% Gluconolactone,Serum,Scar Healing,,,,,,,,
Sioris,A Calming Day Ampoule,Serum,"Redness Reducing,Reduces Irritation,Scar Healing",,,,,,,,
Verso Skincare,Super Facial Serum with Retinol 8,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating",,,,,,,,
Know Beauty,Purifying Cleanser,Face Cleanser,,,,,,,,,
The Potions,Probiotics Ampoule,Serum,,,,,,,,,
